default;type;cat1;cat2;cat3;animid;caption;posename;emotional state;status
;90;bob-misc loop animations;monsters;fairytale witch;flight_loop_r;flight loop r;;;
;90;bob-misc loop animations;monsters;fairytale witch;flight_loop_r_pose;flight loop r pose;;;
;90;bob-misc loop animations;monsters;fleder;monster_garkain_attack_psy_loop;monster garkain attack psy loop;;;
;90;bob-misc loop animations;monsters;fleder;monster_katakan_hanging_hibernation_loop;monster katakan hanging hibernation loop;;;
;90;bob-misc loop animations;monsters;fleder;monster_katakan_hanging_hibernation_loop_extra;monster katakan hanging hibernation loop extra;;;
;90;bob-misc loop animations;monsters;fleder;monster_katakan_q704_child_hiding_below_cart_loop;monster katakan q704 child hiding below cart loop;;;
;90;bob-misc loop animations;monsters;fleder;monster_katakan_q704_custom_climbing_wall_loop;monster katakan q704 custom climbing wall loop;;;
;90;bob-misc loop animations;monsters;sharley;attack_special_003_digging_shaking_loop;attack special 003 digging shaking loop;;;
;90;bob-misc loop animations;monsters;sharley;digging_end_falling_loop;digging end falling loop;;;
;90;bob-misc loop animations;monsters;sharley;hit_back_igni_close_loop;hit back igni close loop;;;
;90;bob-misc loop animations;monsters;sharley;knockdown_loop;knockdown loop;;;
;90;bob-misc loop animations;monsters;vampire;dettlaff_tornado_run_forward_loop;dettlaff tornado run forward loop;;;
;90;bob-misc loop animations;monsters;vampire;dettlaff_tornado_run_forward_loop_002;dettlaff tornado run forward loop 002;;;
;90;bob-misc loop animations;monsters;vampire;regis_standing_belt_1_walk_cycle_loop;regis standing belt 1 walk cycle loop;;;
;90;bob-misc loop animations;monsters;;monster_archas_attack_special_2_swarms_loop;monster archas attack special 2 swarms loop;;;
;90;bob-misc loop animations;monsters;;monster_gravier_spike_explode_loop;monster gravier spike explode loop;;;
;90;bob-misc loop animations;monsters;;monster_sprigan_root_attack_loop;monster sprigan root attack loop;;;
;90;bob-misc loop animations;monsters;;reaction_paralyze_loop;reaction paralyze loop;;;
;1;bob-misc loop animations;woman;community;woman_dancing_drunk_loop_01;woman dancing drunk loop 01;;;
;1;bob-misc loop animations;woman;community;woman_dancing_drunk_loop_02;woman dancing drunk loop 02;;;
;1;bob-misc loop animations;woman;community;woman_dancing_drunk_loop_03;woman dancing drunk loop 03;;;
;1;bob-misc loop animations;woman;community;woman_peasant_sit_slide_bench_loop;woman peasant sit slide bench loop;;;
;1;bob-misc loop animations;woman;community;woman_strumming_lute_loop_01;woman strumming lute loop 01;;;
;1;bob-misc loop animations;woman;community;woman_waiting_rain_loop_01;woman waiting rain loop 01;;;
;1;bob-misc loop animations;woman;community;woman_waiting_rain_loop_02;woman waiting rain loop 02;;;
;1;bob-misc loop animations;woman;community;woman_waiting_rain_loop_03;woman waiting rain loop 03;;;
;1;bob-misc loop animations;woman;community;woman_work_preaching_loop_01;woman work preaching loop 01;;;
;1;bob-misc loop animations;woman;community;woman_work_preaching_loop_02;woman work preaching loop 02;;;
;1;bob-misc loop animations;woman;community;woman_work_sleep_rich_bed_l_loop_01;woman work sleep rich bed l loop 01;;;
;1;bob-misc loop animations;woman;community;woman_work_sleep_rich_bed_l_loop_02_01;woman work sleep rich bed l loop 02 01;;;
;1;bob-misc loop animations;woman;community;woman_work_sleep_rich_bed_l_loop_02_02;woman work sleep rich bed l loop 02 02;;;
;1;bob-misc loop animations;woman;community;woman_work_sleep_rich_bed_r_loop_01;woman work sleep rich bed r loop 01;;;
;1;bob-misc loop animations;woman;community;woman_work_sleep_rich_bed_r_loop_02_01;woman work sleep rich bed r loop 02 01;;;
;1;bob-misc loop animations;woman;community;woman_work_sleep_rich_bed_r_loop_02_02;woman work sleep rich bed r loop 02 02;;;
;1;bob-misc loop animations;woman;dialog;dialogue_yen_brushing_hair_loop;dialogue yen brushing hair loop;;;
;0;bob-misc loop animations;woman;dialog;mq_breakfast_on_the_grass_loop1;mq breakfast on the grass loop1;;;
;1;bob-misc loop animations;woman;dialog;npc (female) standing and talking_loop_dialog_recompress;npc (female) standing and talking loop dialog recompress;;;
;1;bob-misc loop animations;woman;dialog;q701_anarietta_run_down_stairs_cycle_loop;q701 anarietta run down stairs cycle loop;;;
;1;bob-misc loop animations;woman;dialog;sq701_vivienne_egg_ritual_loop;sq701 vivienne egg ritual loop;;;
;1;bob-misc loop animations;woman;dialog;woman_looking_around_loop_2_dialog_recompress;woman looking around loop 2 dialog recompress;;;
;1;bob-misc loop animations;woman;dialog;woman_looking_in_direction_loop_2_dialog_recompress;woman looking in direction loop 2 dialog recompress;;;
;1;bob-misc loop animations;woman;dialog;woman_looking_in_direction_loop_3_dialog_recompress;woman looking in direction loop 3 dialog recompress;;;
;1;bob-misc loop animations;woman;dialog;woman_looking_in_direction_loop_4_dialog_recompress;woman looking in direction loop 4 dialog recompress;;;
;1;bob-misc loop animations;woman;dialog;woman_stand_hopeless_loop_02_dialog_recompress;woman stand hopeless loop 02 dialog recompress;;;
;1;bob-misc loop animations;woman;lying;woman_noble_lying_relaxed_on_grass_loop_01;woman noble lying relaxed on grass loop 01;;;
;1;bob-misc loop animations;woman;lying;woman_noble_lying_relaxed_on_grass_loop_02;woman noble lying relaxed on grass loop 02;;;
;1;bob-misc loop animations;woman;lying;woman_noble_lying_relaxed_on_grass_loop_03;woman noble lying relaxed on grass loop 03;;;
;1;bob-misc loop animations;woman;lying;woman_noble_lying_relaxed_on_grass_loop_04;woman noble lying relaxed on grass loop 04;;;
;1;bob-misc loop animations;woman;quest;angry_woman_loop;angry woman loop;;;
;1;bob-misc loop animations;woman;quest;gp_q705_ciri_sitting_under_the_tree_loop_01;gp q705 ciri sitting under the tree loop 01;;;
;1;bob-misc loop animations;woman;quest;gp_q705_ciri_sitting_under_the_tree_loop_02;gp q705 ciri sitting under the tree loop 02;;;
;1;bob-misc loop animations;woman;quest;gp_q705_ciri_sitting_under_the_tree_loop_03;gp q705 ciri sitting under the tree loop 03;;;
;1;bob-misc loop animations;woman;quest;q705_yenn_lying_on_a_deckchair_with_a_book_loop_02;q705 yenn lying on a deckchair with a book loop 02;;;
;1;bob-misc loop animations;woman;quest;q705_yenn_lying_on_a_deckchair_with_a_book_loop_03;q705 yenn lying on a deckchair with a book loop 03;;;
;1;bob-misc loop animations;woman;standing;ep2_anarietta_standing_relaxed_walk_cycle_loop;ep2 anarietta standing relaxed walk cycle loop;;;
;0;bob-misc loop animations;woman;standing;high_standing_neutral_enter_walk_cycle_loop;high standing neutral enter walk cycle loop;;;
;0;bob-misc loop animations;woman;standing;high_standing_neutral_walkcycle_loop;high standing neutral walkcycle loop;;;
;0;bob-misc loop animations;woman;work;sit_cat_scared_loop;sit cat scared loop;;;
;1;bob-misc loop animations;woman;work;woman_clomping_wine_loop_01;woman clomping wine loop 01;;;
;1;bob-misc loop animations;woman;work;woman_clomping_wine_loop_02;woman clomping wine loop 02;;;
;1;bob-misc loop animations;woman;work;woman_clomping_wine_loop_03;woman clomping wine loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_posing_mirror_loop_01;woman noble posing mirror loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_posing_painter_loop_01;woman noble posing painter loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_posing_painter_loop_02;woman noble posing painter loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_cat_scared_loop;woman noble sit cat scared loop;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_flirting_loop_01;woman noble sit flirting loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_flirting_loop_02;woman noble sit flirting loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_flirting_loop_03;woman noble sit flirting loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_flirting_loop_04;woman noble sit flirting loop 04;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_makeup_loop_brush_04;woman noble sit makeup loop brush 04;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_makeup_loop_perfume_03;woman noble sit makeup loop perfume 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_makeup_loop_puff_01;woman noble sit makeup loop puff 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_makeup_loop_puff_02;woman noble sit makeup loop puff 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_table_eating_loop1;woman noble sit table eating loop1;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_table_eating_loop2;woman noble sit table eating loop2;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_table_testing_wine_loop1;woman noble sit table testing wine loop1;;;
;1;bob-misc loop animations;woman;work;woman_noble_sit_table_testing_wine_loop2;woman noble sit table testing wine loop2;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_eating_fancy_loop_01;woman noble stand eating fancy loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_eating_fancy_loop_02;woman noble stand eating fancy loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_eating_fancy_loop_03;woman noble stand eating fancy loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_flirting_loop_01;woman noble stand flirting loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_flirting_loop_02;woman noble stand flirting loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_flirting_loop_03;woman noble stand flirting loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_flirting_loop_04;woman noble stand flirting loop 04;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_in_rain_with_umbrella_loop_01;woman noble stand in rain with umbrella loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_in_rain_with_umbrella_loop_02;woman noble stand in rain with umbrella loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_in_rain_with_umbrella_loop_03;woman noble stand in rain with umbrella loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_stand_in_rain_with_umbrella_loop_04;woman noble stand in rain with umbrella loop 04;;;
;1;bob-misc loop animations;woman;work;woman_noble_tossing_coin_loop_01;woman noble tossing coin loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_tossing_coin_loop_02;woman noble tossing coin loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_tossing_coin_loop_03;woman noble tossing coin loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_waiting_rain_loop_01;woman noble waiting rain loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_waiting_rain_loop_02;woman noble waiting rain loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_waiting_rain_loop_03;woman noble waiting rain loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_waiting_rain_loop_04;woman noble waiting rain loop 04;;;
;1;bob-misc loop animations;woman;work;woman_noble_wine_tasting_loop_01;woman noble wine tasting loop 01;;;
;1;bob-misc loop animations;woman;work;woman_noble_wine_tasting_loop_02;woman noble wine tasting loop 02;;;
;1;bob-misc loop animations;woman;work;woman_noble_wine_tasting_loop_03;woman noble wine tasting loop 03;;;
;1;bob-misc loop animations;woman;work;woman_noble_wine_tasting_loop_04;woman noble wine tasting loop 04;;;
;1;bob-misc loop animations;woman;work;woman_peasant_cutting_hedges_loop_01;woman peasant cutting hedges loop 01;;;
;1;bob-misc loop animations;woman;work;woman_peasant_cutting_hedges_loop_02;woman peasant cutting hedges loop 02;;;
;1;bob-misc loop animations;woman;work;woman_peasant_picking_grapes_loop_01;woman peasant picking grapes loop 01;;;
;1;bob-misc loop animations;woman;work;woman_peasant_picking_grapes_loop_02;woman peasant picking grapes loop 02;;;
;1;bob-misc loop animations;woman;work;woman_peasant_picking_grapes_loop_03;woman peasant picking grapes loop 03;;;
;1;bob-misc loop animations;woman;work;woman_peasant_work_with_vine_loop_01;woman peasant work with vine loop 01;;;
;1;bob-misc loop animations;woman;work;woman_peasant_work_with_vine_loop_02;woman peasant work with vine loop 02;;;
;1;bob-misc loop animations;woman;work;woman_peasant_work_with_vine_loop_03;woman peasant work with vine loop 03;;;
;1;bob-misc loop animations;woman;work;woman_peasant_work_with_vine_loop_04;woman peasant work with vine loop 04;;;
;1;bob-misc loop animations;woman;work;woman_peasant_work_with_vine_loop_05;woman peasant work with vine loop 05;;;
;1;bob-misc loop animations;woman;work;woman_peasant_work_with_vine_loop_06;woman peasant work with vine loop 06;;;
;1;bob-misc loop animations;woman;work;woman_sit_slide_bench_loop;woman sit slide bench loop;;;
;1;bob-misc loop animations;woman;work;woman_work_digging_shovel_loop_01;woman work digging shovel loop 01;;;
;1;bob-misc loop animations;woman;work;woman_work_digging_shovel_loop_02;woman work digging shovel loop 02;;;
;1;bob-misc loop animations;woman;work;woman_work_digging_shovel_loop_03;woman work digging shovel loop 03;;;
;1;bob-misc loop animations;woman;work;woman_work_digging_shovel_loop_04;woman work digging shovel loop 04;;;
;1;bob-misc loop animations;woman;work;woman_work_sit_brushing_hair_loop_01;woman work sit brushing hair loop 01;;;
;1;bob-misc loop animations;woman;work;woman_work_standing_flirting_loop_02_dialog_recompress;woman work standing flirting loop 02 dialog recompress;;;
;1;bob-misc loop animations;woman;;woman_noble_dancing_formal_loop_01;woman noble dancing formal loop 01;;;
;1;bob-misc loop animations;woman;;woman_noble_dancing_formal_loop_02;woman noble dancing formal loop 02;;;
;1;bob-misc loop animations;woman;;woman_noble_dancing_formal_loop_03;woman noble dancing formal loop 03;;;
;1;bob-misc loop animations;woman;;woman_noble_dancing_formal_loop_04;woman noble dancing formal loop 04;;;
;1;bob-misc loop animations;woman;;woman_noble_kneeling_knight_loop_01;woman noble kneeling knight loop 01;;;
;1;bob-misc loop animations;woman;;woman_noble_kneeling_knight_loop_02;woman noble kneeling knight loop 02;;;
;0;bob-predefined poses;anna henrietta;standing;ep2_anarietta _standing_relaxed_idle;ep2 anarietta  standing relaxed idle;Standing;Relaxed;Anna Henrietta
;0;bob-predefined poses;anna henrietta;standing;ep2_anarietta_standing_tense_idle;ep2 anarietta standing tense idle;Standing;Tense;Anna Henrietta
;0;bob-predefined poses;anna henrietta;;ep2_anarietta_sitting_royal_idle;ep2 anarietta sitting royal idle;Sitting;Royal;Anna Henrietta
;0;bob-predefined poses;ciri;;q705_ciri_sitting_under_the_tree_idle;q705 ciri sitting under the tree idle;Under the Tree;Sitting;Ciri
;0;bob-predefined poses;dandelion;;g705_dandelion_sitting_on_a_fence_idle;g705 dandelion sitting on a fence idle;On A Fence;Sitting;Dandelion
;0;bob-predefined poses;geralt;;geralt_sword_drawn_idle;geralt sword drawn idle;Drawn;Sword;Geralt
;0;bob-predefined poses;geralt;;q704_geralt_vanilla_sitting_on_ground_idle;q704 geralt vanilla sitting on ground idle;Vanilla;Sitting Ground;Geralt
;0;bob-predefined poses;geralt;;q705_geralt_sitting_drinking_idle;q705 geralt sitting drinking idle;Drinking;Sitting;Geralt
;0;bob-predefined poses;geralt;;q705_geralt_standing_doing_laundry_idle;q705 geralt standing doing laundry idle;Doing Laundry;Standing;Geralt
;0;bob-predefined poses;high;;geralt_after_combat_idle;geralt after combat idle;After Combat;Combat;High
;0;bob-predefined poses;high;;high_standing_neutral_idle;high standing neutral idle;Standing;Neutral;High
;0;bob-predefined poses;lady;;Lady_of_the_lake_sword_idle;Lady of the lake sword idle;sword;of the lake;Lady
;0;bob-predefined poses;low;;low_kneeling_determined2_idle;low kneeling determined2 idle;Kneeling2;Determined;Low
;0;bob-predefined poses;low;;mq1058_low_sitting_wounded_idle;mq1058 low sitting wounded idle;Sitting;Wounded;Low
